ï..station_id	stationname	date	daytype	rides	41.887389	-87.76565
40280	Central-Lake	12/2/2014	W	2369	41.888463	-87.77639
40280	Central-Lake	9/21/2002	A	1355	41.888464	-87.77640
40280	Central-Lake	3/29/2007	W	2157	41.888465	-87.77641
40280	Central-Lake	6/22/2006	W	2105	41.888466	-87.77642
40280	Central-Lake	10/18/2013	W	2533	41.888467	-87.77643
40280	Central-Lake	4/26/2008	A	1584	41.888468	-87.77644
40280	Central-Lake	2/6/2001	W	2444	41.888469	-87.77645
40280	Central-Lake	8/27/2015	W	2433	41.888470	-87.77646
40280	Central-Lake	6/6/2006	W	2427	41.888471	-87.77647
40280	Central-Lake	12/7/2016	W	2046	41.888472	-87.77648
40280	Central-Lake	2/19/2005	A	1310	41.888473	-87.77649
40280	Central-Lake	4/16/2016	A	21	41.888474	-87.77650
40280	Central-Lake	10/13/2008	W	1973	41.888475	-87.77651
40280	Central-Lake	9/19/2010	U	1134	41.888476	-87.77652
40280	Central-Lake	4/12/2005	W	2115	41.888477	-87.77653
40280	Central-Lake	2/28/2011	W	2292	41.888478	-87.77654
40280	Central-Lake	7/15/2001	U	925	41.888479	-87.77655
40280	Central-Lake	6/24/2005	W	2065	41.888480	-87.77656
40280	Central-Lake	12/25/2006	U	912	41.888481	-87.77657
40280	Central-Lake	4/16/2015	W	2328	41.888482	-87.77658
40280	Central-Lake	2/22/2014	A	1458	41.888483	-87.77659
40280	Central-Lake	8/23/2017	W	1817	41.888484	-87.77660
40280	Central-Lake	4/28/2005	W	2115	41.888485	-87.77661
40280	Central-Lake	4/24/2016	U	29	41.888486	-87.77662
40280	Central-Lake	2/24/2005	W	2173	41.888487	-87.77663
40280	Central-Lake	7/23/2001	W	2123	41.888488	-87.77664
40280	Central-Lake	3/21/2015	A	1580	41.888489	-87.77665
40280	Central-Lake	8/16/2006	W	2194	41.888490	-87.77666
40280	Central-Lake	8/24/2009	W	2373	41.888491	-87.77667
40280	Central-Lake	4/5/2012	W	2197	41.888492	-87.77668
40280	Central-Lake	8/19/2017	A	1230	41.888493	-87.77669
40280	Central-Lake	1/13/2017	W	1946	41.888494	-87.77670
40280	Central-Lake	6/26/2006	W	2184	41.888495	-87.77671
40280	Central-Lake	9/25/2014	W	2683	41.888496	-87.77672
40280	Central-Lake	7/4/2011	U	1372	41.888497	-87.77673
40280	Central-Lake	11/16/2007	W	2523	41.888498	-87.77674
40280	Central-Lake	1/9/2016	A	1338	41.888499	-87.77675
40280	Central-Lake	8/13/2005	A	1440	41.888500	-87.77676
40280	Central-Lake	11/12/2012	W	1989	41.888501	-87.77677
40280	Central-Lake	11/3/2016	W	2305	41.888502	-87.77678
40280	Central-Lake	12/16/2001	U	850	41.888503	-87.77679
40280	Central-Lake	7/5/2007	W	2345	41.888504	-87.77680
40280	Central-Lake	5/10/2013	W	2239	41.888505	-87.77681
40280	Central-Lake	5/20/2015	W	2425	41.888506	-87.77682
40280	Central-Lake	5/23/2012	W	2417	41.888507	-87.77683
40280	Central-Lake	3/24/2014	W	2317	41.888508	-87.77684
40280	Central-Lake	8/21/2009	W	2402	41.888509	-87.77685
40280	Central-Lake	2/13/2017	W	1942	41.888510	-87.77686
40280	Central-Lake	1/18/2004	U	761	41.888511	-87.77687
40280	Central-Lake	5/30/2008	W	2706	41.888512	-87.77688
40280	Central-Lake	7/23/2006	U	1093	41.888513	-87.77689
40280	Central-Lake	8/26/2015	W	2374	41.888514	-87.77690
40280	Central-Lake	8/5/2009	W	2314	41.888515	-87.77691
40280	Central-Lake	2/7/2015	A	1629	41.888516	-87.77692
40280	Central-Lake	9/17/2004	W	2249	41.888517	-87.77693
40280	Central-Lake	7/31/2005	U	970	41.888518	-87.77694
40280	Central-Lake	9/15/2013	U	1071	41.888519	-87.77695
40280	Central-Lake	12/24/2005	A	1207	41.888520	-87.77696
40280	Central-Lake	8/10/2008	U	1250	41.888521	-87.77697
40280	Central-Lake	9/26/2011	W	2474	41.888522	-87.77698
40280	Central-Lake	3/1/2014	A	1481	41.888523	-87.77699
40280	Central-Lake	2/24/2001	A	1160	41.888524	-87.77700
40280	Central-Lake	7/13/2003	U	837	41.888525	-87.77701
40280	Central-Lake	1/13/2001	A	1353	41.888526	-87.77702
40280	Central-Lake	8/31/2005	W	2020	41.888527	-87.77703
40280	Central-Lake	2/14/2009	A	1774	41.888528	-87.77704
40280	Central-Lake	5/19/2009	W	2560	41.888529	-87.77705
40280	Central-Lake	10/17/2002	W	2356	41.888530	-87.77706
40280	Central-Lake	9/15/2016	W	2238	41.888531	-87.77707
40280	Central-Lake	11/22/2008	A	1537	41.888532	-87.77708
40280	Central-Lake	4/26/2012	W	2522	41.888533	-87.77709
40280	Central-Lake	5/10/2017	W	1960	41.888534	-87.77710
40280	Central-Lake	5/7/2012	W	2334	41.888535	-87.77711
40280	Central-Lake	3/7/2008	W	2531	41.888536	-87.77712
40280	Central-Lake	3/15/2015	U	1288	41.888537	-87.77713
40280	Central-Lake	8/20/2014	W	2197	41.888538	-87.77714
40280	Central-Lake	9/2/2006	A	1546	41.888539	-87.77715
40280	Central-Lake	3/23/2007	W	2192	41.888540	-87.77716
40280	Central-Lake	11/14/2012	W	2566	41.888541	-87.77717
40280	Central-Lake	9/15/2014	W	2498	41.888542	-87.77718
40280	Central-Lake	12/14/2008	U	1113	41.888543	-87.77719
40280	Central-Lake	7/31/2009	W	2503	41.888544	-87.77720
40280	Central-Lake	9/26/2017	W	2034	41.888545	-87.77721
40280	Central-Lake	9/14/2011	W	2697	41.888546	-87.77722
40280	Central-Lake	7/8/2002	W	2099	41.888547	-87.77723
40280	Central-Lake	4/14/2014	W	1970	41.888548	-87.77724
40280	Central-Lake	1/18/2017	W	2057	41.888549	-87.77725
40280	Central-Lake	3/17/2005	W	2248	41.888550	-87.77726
40280	Central-Lake	11/22/2005	W	2339	41.888551	-87.77727
40280	Central-Lake	1/15/2015	W	2220	41.888552	-87.77728
40280	Central-Lake	1/23/2004	W	2022	41.888553	-87.77729
40280	Central-Lake	7/29/2011	W	2395	41.888554	-87.77730
40280	Central-Lake	9/30/2017	A	1278	41.888555	-87.77731
40280	Central-Lake	8/26/2012	U	1069	41.888556	-87.77732
40280	Central-Lake	3/15/2011	W	2319	41.888557	-87.77733
40280	Central-Lake	1/3/2014	W	1791	41.888558	-87.77734
40280	Central-Lake	4/24/2007	W	2327	41.888559	-87.77735
40280	Central-Lake	1/21/2006	A	1312	41.888560	-87.77736
40280	Central-Lake	10/29/2003	W	2311	41.888561	-87.77737
40280	Central-Lake	2/1/2017	W	2147	41.888562	-87.77738
40280	Central-Lake	7/19/2003	A	1285	41.888563	-87.77739
40280	Central-Lake	5/23/2015	A	1682	41.888564	-87.77740
40280	Central-Lake	1/13/2003	W	2278	41.888565	-87.77741
40280	Central-Lake	6/30/2012	A	1732	41.888566	-87.77742
40280	Central-Lake	6/10/2001	U	906	41.888567	-87.77743
40280	Central-Lake	10/13/2010	W	2537	41.888568	-87.77744
40280	Central-Lake	8/7/2006	W	2205	41.888569	-87.77745
40280	Central-Lake	10/22/2010	W	2450	41.888570	-87.77746
40280	Central-Lake	12/14/2015	W	2280	41.888571	-87.77747
40280	Central-Lake	7/21/2011	W	2252	41.888572	-87.77748
40280	Central-Lake	5/29/2001	W	2332	41.888573	-87.77749
40280	Central-Lake	10/2/2010	A	1545	41.888574	-87.77750
40280	Central-Lake	9/11/2009	W	2644	41.888575	-87.77751
40280	Central-Lake	1/10/2008	W	2527	41.888576	-87.77752
40280	Central-Lake	1/7/2003	W	2384	41.888577	-87.77753
40280	Central-Lake	11/29/2008	A	1361	41.888578	-87.77754
40280	Central-Lake	11/11/2001	U	946	41.888579	-87.77755
40280	Central-Lake	9/10/2001	W	2624	41.888580	-87.77756
40280	Central-Lake	6/12/2009	W	2575	41.888581	-87.77757
40280	Central-Lake	1/3/2008	W	1996	41.888582	-87.77758
40280	Central-Lake	7/15/2010	W	2280	41.888583	-87.77759
40280	Central-Lake	11/16/2008	U	1075	41.888584	-87.77760
40280	Central-Lake	12/6/2014	A	1602	41.888585	-87.77761
40280	Central-Lake	4/11/2004	U	864	41.888586	-87.77762
40280	Central-Lake	5/4/2009	W	2574	41.888587	-87.77763
40280	Central-Lake	1/19/2012	W	2302	41.888588	-87.77764
40280	Central-Lake	5/5/2009	W	2563	41.888589	-87.77765
40280	Central-Lake	9/3/2015	W	2450	41.888590	-87.77766
40280	Central-Lake	3/30/2009	W	2398	41.888591	-87.77767
40280	Central-Lake	6/16/2002	U	950	41.888592	-87.77768
40280	Central-Lake	3/31/2013	U	991	41.888593	-87.77769
40280	Central-Lake	11/19/2006	U	1009	41.888594	-87.77770
40280	Central-Lake	11/27/2008	U	1137	41.888595	-87.77771
40280	Central-Lake	9/9/2001	U	921	41.888596	-87.77772
40280	Central-Lake	3/30/2006	W	2255	41.888597	-87.77773
40280	Central-Lake	5/10/2016	W	2026	41.888598	-87.77774
40280	Central-Lake	3/11/2012	U	1267	41.888599	-87.77775
40280	Central-Lake	1/3/2011	W	2309	41.888600	-87.77776
40280	Central-Lake	9/21/2013	A	1658	41.888601	-87.77777
40280	Central-Lake	8/4/2017	W	2069	41.888602	-87.77778
40280	Central-Lake	4/23/2015	W	2387	41.888603	-87.77779
40280	Central-Lake	9/20/2010	W	2625	41.888604	-87.77780
40280	Central-Lake	3/24/2011	W	2279	41.888605	-87.77781
40280	Central-Lake	7/21/2010	W	2301	41.888606	-87.77782
40280	Central-Lake	4/5/2015	U	1258	41.888607	-87.77783
40280	Central-Lake	10/15/2001	W	2452	41.888608	-87.77784
40280	Central-Lake	4/8/2006	A	1399	41.888609	-87.77785
40280	Central-Lake	12/12/2003	W	2293	41.888610	-87.77786
40280	Central-Lake	7/24/2005	U	871	41.888611	-87.77787
40280	Central-Lake	4/30/2004	W	2308	41.888612	-87.77788
40280	Central-Lake	11/23/2016	W	1816	41.888613	-87.77789
40280	Central-Lake	11/20/2014	W	2381	41.888614	-87.77790
40280	Central-Lake	11/3/2008	W	2814	41.888615	-87.77791
40280	Central-Lake	9/14/2015	W	2527	41.888616	-87.77792
40280	Central-Lake	5/21/2012	W	2069	41.888617	-87.77793
40280	Central-Lake	8/28/2012	W	2391	41.888618	-87.77794
40280	Central-Lake	9/14/2016	W	2223	41.888619	-87.77795
40280	Central-Lake	2/21/2005	W	1555	41.888620	-87.77796
40280	Central-Lake	12/11/2016	U	918	41.888621	-87.77797
40280	Central-Lake	11/28/2004	U	834	41.888622	-87.77798
40280	Central-Lake	3/14/2006	W	2371	41.888623	-87.77799
40280	Central-Lake	10/22/2009	W	2624	41.888624	-87.77800
40280	Central-Lake	4/25/2014	W	2428	41.888625	-87.77801
40280	Central-Lake	9/21/2005	W	2444	41.888626	-87.77802
40280	Central-Lake	3/30/2016	W	2106	41.888627	-87.77803
40280	Central-Lake	7/24/2011	U	1037	41.888628	-87.77804
40280	Central-Lake	8/8/2014	W	2328	41.888629	-87.77805
40280	Central-Lake	3/16/2013	A	1425	41.888630	-87.77806
40280	Central-Lake	7/14/2003	W	2060	41.888631	-87.77807
40280	Central-Lake	9/27/2005	W	2438	41.888632	-87.77808
40280	Central-Lake	7/30/2008	W	2486	41.888633	-87.77809
40280	Central-Lake	7/6/2012	W	2073	41.888634	-87.77810
40280	Central-Lake	9/6/2015	U	1334	41.888635	-87.77811
40280	Central-Lake	8/10/2007	W	2328	41.888636	-87.77812
40280	Central-Lake	8/22/2003	W	1922	41.888637	-87.77813
40280	Central-Lake	8/17/2013	A	1674	41.888638	-87.77814
40280	Central-Lake	2/19/2010	W	2583	41.888639	-87.77815
40280	Central-Lake	2/7/2012	W	2513	41.888640	-87.77816
40280	Central-Lake	5/16/2011	W	2320	41.888641	-87.77817
40280	Central-Lake	1/19/2007	W	2279	41.888642	-87.77818
40280	Central-Lake	7/18/2001	W	2215	41.888643	-87.77819
40280	Central-Lake	7/11/2004	U	909	41.888644	-87.77820
40280	Central-Lake	5/9/2013	W	2273	41.888645	-87.77821
40280	Central-Lake	2/19/2008	W	2419	41.888646	-87.77822
40280	Central-Lake	5/24/2016	W	2150	41.888647	-87.77823
40280	Central-Lake	5/17/2014	A	1511	41.888648	-87.77824
40280	Central-Lake	10/30/2010	A	1575	41.888649	-87.77825
40280	Central-Lake	12/20/2003	A	1296	41.888650	-87.77826
40280	Central-Lake	7/14/2011	W	2325	41.888651	-87.77827
40280	Central-Lake	6/2/2009	W	2408	41.888652	-87.77828
40280	Central-Lake	6/28/2002	W	2250	41.888653	-87.77829
40280	Central-Lake	3/21/2003	W	2198	41.888654	-87.77830
40280	Central-Lake	3/2/2001	W	2644	41.888655	-87.77831
40280	Central-Lake	11/21/2008	W	2522	41.888656	-87.77832
40280	Central-Lake	10/21/2008	W	2763	41.888657	-87.77833
40280	Central-Lake	6/30/2006	W	2573	41.888658	-87.77834
40280	Central-Lake	10/25/2006	W	2308	41.888659	-87.77835
40280	Central-Lake	11/28/2016	W	2040	41.888660	-87.77836
40280	Central-Lake	1/18/2001	W	2429	41.888661	-87.77837
40280	Central-Lake	8/20/2015	W	2288	41.888662	-87.77838
40280	Central-Lake	9/16/2003	W	2305	41.888663	-87.77839
40280	Central-Lake	5/2/2013	W	2365	41.888664	-87.77840
40280	Central-Lake	9/3/2016	A	1421	41.888665	-87.77841
40280	Central-Lake	6/27/2005	W	1964	41.888666	-87.77842
40280	Central-Lake	7/12/2011	W	2307	41.888667	-87.77843
40280	Central-Lake	3/16/2003	U	962	41.888668	-87.77844
40280	Central-Lake	6/30/2010	W	2492	41.888669	-87.77845
40280	Central-Lake	12/2/2015	W	2423	41.888670	-87.77846
40280	Central-Lake	1/29/2010	W	2185	41.888671	-87.77847
40280	Central-Lake	10/11/2007	W	2537	41.888672	-87.77848
40280	Central-Lake	5/30/2016	U	1136	41.888673	-87.77849
40280	Central-Lake	1/4/2016	W	2110	41.888674	-87.77850
40280	Central-Lake	1/24/2001	W	2379	41.888675	-87.77851
40280	Central-Lake	4/8/2012	U	1135	41.888676	-87.77852
40280	Central-Lake	1/31/2013	W	2270	41.888677	-87.77853
40280	Central-Lake	1/21/2004	W	2155	41.888678	-87.77854
40280	Central-Lake	11/20/2005	U	942	41.888679	-87.77855
40280	Central-Lake	10/1/2005	A	1517	41.888680	-87.77856
40280	Central-Lake	8/15/2009	A	1703	41.888681	-87.77857
40280	Central-Lake	9/5/2008	W	2955	41.888682	-87.77858
40280	Central-Lake	11/8/2007	W	2467	41.888683	-87.77859
40280	Central-Lake	6/18/2004	W	2166	41.888684	-87.77860
40280	Central-Lake	7/8/2014	W	2278	41.888685	-87.77861
40280	Central-Lake	8/13/2001	W	2254	41.888686	-87.77862
40280	Central-Lake	12/16/2008	W	2428	41.888687	-87.77863
40280	Central-Lake	3/17/2014	W	2346	41.888688	-87.77864
40280	Central-Lake	6/22/2007	W	2180	41.888689	-87.77865
40280	Central-Lake	10/26/2003	U	934	41.888690	-87.77866
40280	Central-Lake	4/14/2007	A	1386	41.888691	-87.77867
40280	Central-Lake	5/2/2017	W	1916	41.888692	-87.77868
40280	Central-Lake	10/19/2011	W	2487	41.888693	-87.77869
40280	Central-Lake	1/14/2001	U	835	41.888694	-87.77870
40280	Central-Lake	2/7/2014	W	2135	41.888695	-87.77871
40280	Central-Lake	1/18/2006	W	2321	41.888696	-87.77872
40280	Central-Lake	2/14/2006	W	2495	41.888697	-87.77873
40280	Central-Lake	6/12/2015	W	2458	41.888698	-87.77874
40280	Central-Lake	6/19/2017	W	1867	41.888699	-87.77875
40280	Central-Lake	2/23/2014	U	1074	41.888700	-87.77876
40280	Central-Lake	9/30/2007	U	1099	41.888701	-87.77877
40280	Central-Lake	1/16/2007	W	2174	41.888702	-87.77878
40280	Central-Lake	1/28/2009	W	2496	41.888703	-87.77879
40280	Central-Lake	2/13/2001	W	2589	41.888704	-87.77880
40280	Central-Lake	12/13/2011	W	2488	41.888705	-87.77881
40280	Central-Lake	6/2/2016	W	2106	41.888706	-87.77882
40280	Central-Lake	5/5/2005	W	2253	41.888707	-87.77883
40280	Central-Lake	2/19/2003	W	2396	41.888708	-87.77884
40280	Central-Lake	1/25/2008	W	2104	41.888709	-87.77885
40280	Central-Lake	5/7/2017	U	984	41.888710	-87.77886
40280	Central-Lake	11/21/2001	W	2338	41.888711	-87.77887
40280	Central-Lake	8/8/2017	W	1900	41.888712	-87.77888
40280	Central-Lake	6/21/2008	A	1647	41.888713	-87.77889
40280	Central-Lake	2/11/2014	W	2271	41.888714	-87.77890
40280	Central-Lake	2/3/2009	W	2504	41.888715	-87.77891
40280	Central-Lake	12/8/2013	U	1004	41.888716	-87.77892
40280	Central-Lake	1/6/2001	A	1208	41.888717	-87.77893
40280	Central-Lake	4/27/2005	W	2149	41.888718	-87.77894
40280	Central-Lake	5/17/2007	W	2344	41.888719	-87.77895
40280	Central-Lake	5/24/2004	W	2058	41.888720	-87.77896
40280	Central-Lake	2/6/2008	W	2380	41.888721	-87.77897
40280	Central-Lake	5/21/2009	W	2601	41.888722	-87.77898
40280	Central-Lake	10/6/2008	W	2683	41.888723	-87.77899
40280	Central-Lake	5/7/2003	W	2294	41.888724	-87.77900
40280	Central-Lake	1/26/2008	A	1341	41.888725	-87.77901
40280	Central-Lake	3/13/2009	W	2407	41.888726	-87.77902
40280	Central-Lake	12/28/2010	W	1802	41.888727	-87.77903
40280	Central-Lake	11/18/2007	U	1004	41.888728	-87.77904
40280	Central-Lake	4/3/2011	U	1043	41.888729	-87.77905
40280	Central-Lake	3/3/2002	U	779	41.888730	-87.77906
40280	Central-Lake	8/20/2017	U	1079	41.888731	-87.77907
40280	Central-Lake	12/10/2002	W	2390	41.888732	-87.77908
40280	Central-Lake	6/18/2007	W	2137	41.888733	-87.77909
40280	Central-Lake	1/13/2010	W	2360	41.888734	-87.77910
40280	Central-Lake	9/4/2014	W	2499	41.888735	-87.77911
40280	Central-Lake	7/18/2003	W	2191	41.888736	-87.77912
40280	Central-Lake	11/22/2016	W	2062	41.888737	-87.77913
40280	Central-Lake	3/23/2013	A	1413	41.888738	-87.77914
40280	Central-Lake	9/20/2008	A	1683	41.888739	-87.77915
40280	Central-Lake	2/12/2010	W	2126	41.888740	-87.77916
40280	Central-Lake	1/2/2012	U	1124	41.888741	-87.77917
40280	Central-Lake	1/9/2015	W	1944	41.888742	-87.77918
40280	Central-Lake	10/28/2009	W	2633	41.888743	-87.77919
40280	Central-Lake	12/9/2015	W	2451	41.888744	-87.77920
40280	Central-Lake	11/3/2011	W	2564	41.888745	-87.77921
40280	Central-Lake	10/31/2009	A	1580	41.888746	-87.77922
40280	Central-Lake	9/24/2006	U	1005	41.888747	-87.77923
40280	Central-Lake	10/29/2004	W	2313	41.888748	-87.77924
40280	Central-Lake	3/9/2010	W	2669	41.888749	-87.77925
40280	Central-Lake	10/11/2012	W	2525	41.888750	-87.77926
40280	Central-Lake	9/6/2008	A	1653	41.888751	-87.77927
40280	Central-Lake	8/29/2007	W	2152	41.888752	-87.77928
40280	Central-Lake	1/4/2011	W	2208	41.888753	-87.77929
40280	Central-Lake	6/25/2004	W	2224	41.888754	-87.77930
40280	Central-Lake	4/8/2010	W	2384	41.888755	-87.77931
40280	Central-Lake	11/29/2001	W	2277	41.888756	-87.77932
40280	Central-Lake	7/28/2011	W	2284	41.888757	-87.77933
40280	Central-Lake	5/30/2010	U	1295	41.888758	-87.77934
40280	Central-Lake	12/31/2001	W	1357	41.888759	-87.77935
40280	Central-Lake	4/1/2002	W	2082	41.888760	-87.77936
40280	Central-Lake	6/23/2015	W	2365	41.888761	-87.77937
40280	Central-Lake	6/26/2014	W	2309	41.888762	-87.77938
40280	Central-Lake	2/3/2016	W	2332	41.888763	-87.77939
40280	Central-Lake	12/18/2014	W	2414	41.888764	-87.77940
40280	Central-Lake	12/30/2012	U	1020	41.888765	-87.77941
40280	Central-Lake	11/6/2003	W	2313	41.888766	-87.77942
40280	Central-Lake	7/16/2014	W	2293	41.888767	-87.77943
40280	Central-Lake	7/9/2016	A	1578	41.888768	-87.77944
40280	Central-Lake	10/17/2017	W	2137	41.888769	-87.77945
40280	Central-Lake	8/9/2013	W	2279	41.888770	-87.77946
40280	Central-Lake	11/8/2004	W	2444	41.888771	-87.77947
40280	Central-Lake	3/25/2007	U	1056	41.888772	-87.77948
40280	Central-Lake	3/10/2001	A	1344	41.888773	-87.77949
40280	Central-Lake	10/1/2008	W	2831	41.888774	-87.77950
40280	Central-Lake	12/27/2004	W	1547	41.888775	-87.77951
40280	Central-Lake	5/31/2013	W	2470	41.888776	-87.77952
40280	Central-Lake	5/11/2005	W	2045	41.888777	-87.77953
40280	Central-Lake	11/23/2012	W	1504	41.888778	-87.77954
40280	Central-Lake	11/7/2017	W	2032	41.888779	-87.77955
40280	Central-Lake	5/23/2017	W	1877	41.888780	-87.77956
40280	Central-Lake	5/23/2006	W	2470	41.888781	-87.77957
40280	Central-Lake	12/11/2013	W	2297	41.888782	-87.77958
40280	Central-Lake	10/30/2011	U	1188	41.888783	-87.77959
40280	Central-Lake	10/8/2004	W	2201	41.888784	-87.77960
40280	Central-Lake	4/24/2014	W	2299	41.888785	-87.77961
40280	Central-Lake	1/9/2008	W	2480	41.888786	-87.77962
40280	Central-Lake	1/11/2001	W	2283	41.888787	-87.77963
40280	Central-Lake	3/19/2017	U	922	41.888788	-87.77964
40280	Central-Lake	9/22/2003	W	2182	41.888789	-87.77965
40280	Central-Lake	4/6/2007	W	1735	41.888790	-87.77966
40280	Central-Lake	5/18/2017	W	1995	41.888791	-87.77967
40280	Central-Lake	12/12/2013	W	2218	41.888792	-87.77968
40280	Central-Lake	10/24/2004	U	896	41.888793	-87.77969
40280	Central-Lake	7/1/2015	W	2396	41.888794	-87.77970
40280	Central-Lake	10/29/2012	W	2437	41.888795	-87.77971
40280	Central-Lake	5/28/2003	W	2134	41.888796	-87.77972
40280	Central-Lake	8/19/2006	A	1494	41.888797	-87.77973
40280	Central-Lake	1/15/2004	W	2119	41.888798	-87.77974
40280	Central-Lake	7/19/2015	U	1371	41.888799	-87.77975
40280	Central-Lake	6/27/2016	W	1918	41.888800	-87.77976
40280	Central-Lake	1/23/2003	W	2090	41.888801	-87.77977
40280	Central-Lake	5/2/2014	W	2529	41.888802	-87.77978
40280	Central-Lake	11/29/2004	W	2180	41.888803	-87.77979
40280	Central-Lake	10/29/2001	W	2494	41.888804	-87.77980
40280	Central-Lake	3/20/2003	W	2210	41.888805	-87.77981
40280	Central-Lake	1/9/2004	W	2117	41.888806	-87.77982
40280	Central-Lake	5/30/2012	W	2532	41.888807	-87.77983
40280	Central-Lake	7/29/2007	U	1085	41.888808	-87.77984
40280	Central-Lake	8/27/2016	A	1312	41.888809	-87.77985
40280	Central-Lake	6/17/2010	W	2424	41.888810	-87.77986
40280	Central-Lake	12/23/2012	U	1147	41.888811	-87.77987
40280	Central-Lake	9/23/2013	W	2382	41.888812	-87.77988
40280	Central-Lake	6/25/2011	A	1600	41.888813	-87.77989
40280	Central-Lake	7/16/2003	W	2074	41.888814	-87.77990
40280	Central-Lake	2/16/2011	W	2405	41.888815	-87.77991
40280	Central-Lake	9/28/2007	W	2579	41.888816	-87.77992
40280	Central-Lake	9/7/2001	W	2699	41.888817	-87.77993
40280	Central-Lake	10/9/2006	W	2011	41.888818	-87.77994
40280	Central-Lake	1/21/2003	W	2328	41.888819	-87.77995
40280	Central-Lake	9/18/2011	U	1104	41.888820	-87.77996
40280	Central-Lake	3/7/2016	W	2040	41.888821	-87.77997
40280	Central-Lake	1/7/2009	W	2378	41.888822	-87.77998
40280	Central-Lake	12/6/2006	W	2315	41.888823	-87.77999
40280	Central-Lake	10/11/2013	W	2453	41.888824	-87.78000
40280	Central-Lake	5/11/2002	A	1047	41.888825	-87.78001
40280	Central-Lake	8/22/2015	A	1617	41.888826	-87.78002
40280	Central-Lake	3/22/2005	W	1955	41.888827	-87.78003
40280	Central-Lake	10/6/2006	W	2778	41.888828	-87.78004
40280	Central-Lake	4/1/2004	W	2330	41.888829	-87.78005
40280	Central-Lake	10/20/2004	W	2325	41.888830	-87.78006
40280	Central-Lake	3/6/2013	W	2108	41.888831	-87.78007
40280	Central-Lake	3/15/2003	A	1409	41.888832	-87.78008
40280	Central-Lake	11/11/2011	W	2066	41.888833	-87.78009
40280	Central-Lake	9/29/2014	W	2529	41.888834	-87.78010
40280	Central-Lake	5/5/2010	W	2505	41.888835	-87.78011
40280	Central-Lake	3/3/2013	U	987	41.888836	-87.78012
40280	Central-Lake	4/15/2011	W	2320	41.888837	-87.78013
40280	Central-Lake	3/10/2007	A	1466	41.888838	-87.78014
40280	Central-Lake	4/18/2015	A	1694	41.888839	-87.78015
40280	Central-Lake	11/25/2015	W	2133	41.888840	-87.78016
40280	Central-Lake	7/20/2006	W	2099	41.888841	-87.78017
40280	Central-Lake	1/5/2016	W	2110	41.888842	-87.78018
40280	Central-Lake	11/9/2017	W	1965	41.888843	-87.78019
40280	Central-Lake	8/21/2008	W	2410	41.888844	-87.78020
40280	Central-Lake	3/29/2006	W	2352	41.888845	-87.78021
40280	Central-Lake	11/13/2004	A	1328	41.888846	-87.78022
40280	Central-Lake	11/23/2014	U	1273	41.888847	-87.78023
40280	Central-Lake	3/25/2011	W	2268	41.888848	-87.78024
40280	Central-Lake	8/22/2008	W	2442	41.888849	-87.78025
40280	Central-Lake	5/21/2015	W	2473	41.888850	-87.78026
40280	Central-Lake	2/5/2013	W	2377	41.888851	-87.78027
40280	Central-Lake	1/14/2016	W	2287	41.888852	-87.78028
40280	Central-Lake	7/26/2004	W	1960	41.888853	-87.78029
40280	Central-Lake	7/16/2013	W	2383	41.888854	-87.78030
40280	Central-Lake	10/19/2002	A	1357	41.888855	-87.78031
40280	Central-Lake	5/13/2003	W	2306	41.888856	-87.78032
40280	Central-Lake	9/15/2001	A	1401	41.888857	-87.78033
40280	Central-Lake	3/12/2007	W	2304	41.888858	-87.78034
40280	Central-Lake	2/14/2017	W	2103	41.888859	-87.78035
40280	Central-Lake	2/11/2008	W	1888	41.888860	-87.78036
40280	Central-Lake	12/13/2010	W	2026	41.888861	-87.78037
40280	Central-Lake	7/26/2011	W	2372	41.888862	-87.78038
40280	Central-Lake	6/27/2003	W	2204	41.888863	-87.78039
40280	Central-Lake	2/17/2009	W	2466	41.888864	-87.78040
40280	Central-Lake	3/3/2015	W	1780	41.888865	-87.78041
40280	Central-Lake	1/24/2002	W	2313	41.888866	-87.78042
40280	Central-Lake	12/17/2003	W	2310	41.888867	-87.78043
40280	Central-Lake	9/27/2001	W	2486	41.888868	-87.78044
40280	Central-Lake	3/12/2014	W	2310	41.888869	-87.78045
40280	Central-Lake	6/13/2009	A	1525	41.888870	-87.78046
40280	Central-Lake	2/3/2013	U	943	41.888871	-87.78047
40280	Central-Lake	10/15/2003	W	2493	41.888872	-87.78048
40280	Central-Lake	8/14/2014	W	2292	41.888873	-87.78049
40280	Central-Lake	12/26/2001	W	1565	41.888874	-87.78050
40280	Central-Lake	7/28/2016	W	2075	41.888875	-87.78051
40280	Central-Lake	2/25/2017	A	1146	41.888876	-87.78052
40280	Central-Lake	10/4/2007	W	2670	41.888877	-87.78053
40280	Central-Lake	4/29/2005	W	2283	41.888878	-87.78054
40280	Central-Lake	5/9/2008	W	2733	41.888879	-87.78055
40280	Central-Lake	3/6/2012	W	2565	41.888880	-87.78056
40280	Central-Lake	9/16/2010	W	2743	41.888881	-87.78057
40280	Central-Lake	3/9/2003	U	823	41.888882	-87.78058
40280	Central-Lake	2/10/2006	W	2386	41.888883	-87.78059
40280	Central-Lake	11/14/2011	W	2555	41.888884	-87.78060
40280	Central-Lake	11/18/2002	W	2300	41.888885	-87.78061
40280	Central-Lake	12/4/2015	W	2510	41.888886	-87.78062
